repo,repo_url,mined_at_utc,mining_status,error_type,error_message,has_dependabot_pr,first_dependabot_pr_date,first_dependabot_pr_url,first_dependabot_pr_number,first_dependabot_pr_author,first_dependabot_pr_title,first_dependabot_pr_query_author,dependabot_pr_search_queries,has_dependabot_config,dependabot_config_path,dependabot_config_created_date,dependabot_config_created_sha,dependabot_config_created_url,dependabot_config_created_message
DSpace/DSpace,https://github.com/DSpace/DSpace,2026-08-14T17:05:03.191396+00:00,ok,,,True,2019-11-07T16:03:27Z,https://github.com/DSpace/DSpace/pull/2569,2569,dependabot,Bump nimbus-jose-jwt from 6.2 to 7.9 in /dspace-server-webapp,app/dependabot,repo:DSpace/DSpace is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:DSpace/DSpace is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:DSpace/DSpace is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:DSpace/DSpace is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2024-10-28T19:55:30Z,29e487e1d30a377be3a1f746c05ede0ef339ca0e,https://github.com/DSpace/DSpace/commit/29e487e1d30a377be3a1f746c05ede0ef339ca0e,Create dependabot.yml
DataSketches/sketches-hive,https://github.com/DataSketches/sketches-hive,2026-08-14T17:05:10.486316+00:00,ok,,,False,,,,,,,repo:DataSketches/sketches-hive is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:DataSketches/sketches-hive is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:DataSketches/sketches-hive is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:DataSketches/sketches-hive is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
DataSketches/sketches-pig,https://github.com/DataSketches/sketches-pig,2026-08-14T17:05:19.265775+00:00,ok,,,False,,,,,,,repo:DataSketches/sketches-pig is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:DataSketches/sketches-pig is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:DataSketches/sketches-pig is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:DataSketches/sketches-pig is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
DataSystemsLab/GeoSpark,https://github.com/DataSystemsLab/GeoSpark,2026-08-14T17:05:26.403558+00:00,ok,,,False,,,,,,,repo:DataSystemsLab/GeoSpark is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:DataSystemsLab/GeoSpark is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:DataSystemsLab/GeoSpark is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:DataSystemsLab/GeoSpark is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2023-11-10T07:00:19Z,3e5f30b52ce64392d75ed37a70d8aea8946261e7,https://github.com/apache/sedona/commit/3e5f30b52ce64392d75ed37a70d8aea8946261e7,[StepSecurity] Apply security best practices (#1079)
DigitalPebble/storm-crawler,https://github.com/DigitalPebble/storm-crawler,2026-08-14T17:05:35.277333+00:00,ok,,,False,,,,,,,repo:DigitalPebble/storm-crawler is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:DigitalPebble/storm-crawler is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:DigitalPebble/storm-crawler is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:DigitalPebble/storm-crawler is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2024-09-05T17:15:56Z,2752788ae3351fa612164225b965e96ae37046b2,https://github.com/apache/stormcrawler/commit/2752788ae3351fa612164225b965e96ae37046b2,#1259 - Enable Dependabot (#1260)
DisneyStudios/cucumber-slices-maven-plugin,https://github.com/DisneyStudios/cucumber-slices-maven-plugin,2026-08-14T17:05:44.657973+00:00,ok,,,True,2020-12-09T19:07:36Z,https://github.com/DisneyStudios/cucumber-slices-maven-plugin/pull/1,1,dependabot,Bump groovy.version from 2.5.4 to 3.0.7,app/dependabot,repo:DisneyStudios/cucumber-slices-maven-plugin is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:DisneyStudios/cucumber-slices-maven-plugin is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:DisneyStudios/cucumber-slices-maven-plugin is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:DisneyStudios/cucumber-slices-maven-plugin is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
Dreamroute/locker,https://github.com/Dreamroute/locker,2026-08-14T17:05:50.414442+00:00,ok,,,True,2020-07-01T18:42:18Z,https://github.com/Dreamroute/locker/pull/37,37,dependabot,build(deps): bump mysql-connector-java from 5.1.23 to 8.0.16,app/dependabot,repo:Dreamroute/locker is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:Dreamroute/locker is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:Dreamroute/locker is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:Dreamroute/locker is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
Erudika/para,https://github.com/Erudika/para,2026-08-14T17:05:57.317562+00:00,ok,,,True,2020-06-06T05:29:43Z,https://github.com/Erudika/para/pull/72,72,dependabot,Bump springSecVer from 5.3.2.RELEASE to 5.3.3.RELEASE in /para-server,app/dependabot,repo:Erudika/para is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:Erudika/para is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:Erudika/para is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:Erudika/para is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
EvoSuite/evosuite,https://github.com/EvoSuite/evosuite,2026-08-14T17:06:03.114901+00:00,ok,,,True,2019-10-29T13:54:41Z,https://github.com/EvoSuite/evosuite/pull/274,274,dependabot,Bump xstream from 1.4.10 to 1.4.10-java7,app/dependabot,repo:EvoSuite/evosuite is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:EvoSuite/evosuite is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:EvoSuite/evosuite is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:EvoSuite/evosuite is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
ExpediaGroup/circus-train,https://github.com/ExpediaGroup/circus-train,2026-08-14T17:06:08.570106+00:00,ok,,,True,2019-08-02T10:40:59Z,https://github.com/ExpediaGroup/circus-train/pull/137,137,dependabot,Bump jackson.version from 2.9.9 to 2.10.0.pr1,app/dependabot,repo:ExpediaGroup/circus-train is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:ExpediaGroup/circus-train is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:ExpediaGroup/circus-train is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:ExpediaGroup/circus-train is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
ExpediaGroup/waggle-dance,https://github.com/ExpediaGroup/waggle-dance,2026-08-14T17:06:15.148933+00:00,ok,,,True,2021-04-26T18:26:22Z,https://github.com/ExpediaGroup/waggle-dance/pull/220,220,dependabot,Bump commons-io from 2.6 to 2.7,app/dependabot,repo:ExpediaGroup/waggle-dance is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:ExpediaGroup/waggle-dance is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:ExpediaGroup/waggle-dance is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:ExpediaGroup/waggle-dance is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
FelixGail/gplaymusic,https://github.com/FelixGail/gplaymusic,2026-08-14T17:06:21.003452+00:00,ok,,,True,2020-10-13T06:38:54Z,https://github.com/FelixGail/gplaymusic/pull/67,67,dependabot,Bump junit from 4.12 to 4.13.1,app/dependabot,repo:FelixGail/gplaymusic is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:FelixGail/gplaymusic is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:FelixGail/gplaymusic is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:FelixGail/gplaymusic is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
GSI-CS-CO/chart-fx,https://github.com/GSI-CS-CO/chart-fx,2026-08-14T17:06:26.156935+00:00,ok,,,False,,,,,,,repo:GSI-CS-CO/chart-fx is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:GSI-CS-CO/chart-fx is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:GSI-CS-CO/chart-fx is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:GSI-CS-CO/chart-fx is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
GateNLP/gate-core,https://github.com/GateNLP/gate-core,2026-08-14T17:06:34.580286+00:00,ok,,,True,2019-11-13T07:19:11Z,https://github.com/GateNLP/gate-core/pull/96,96,dependabot,Bump jackson-databind from 2.9.10 to 2.9.10.1,app/dependabot,repo:GateNLP/gate-core is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:GateNLP/gate-core is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:GateNLP/gate-core is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:GateNLP/gate-core is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
GeoDienstenCentrum/schemaspy-maven-plugin,https://github.com/GeoDienstenCentrum/schemaspy-maven-plugin,2026-08-14T17:06:40.808041+00:00,ok,,,True,2018-03-28T12:24:49Z,https://github.com/GeoDienstenCentrum/schemaspy-maven-plugin/pull/1,1,dependabot-preview,Bump org.jacoco:jacoco-maven-plugin from 0.8.0 to 0.8.1,app/dependabot-preview,repo:GeoDienstenCentrum/schemaspy-maven-plugin is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:GeoDienstenCentrum/schemaspy-maven-plugin is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:GeoDienstenCentrum/schemaspy-maven-plugin is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:GeoDienstenCentrum/schemaspy-maven-plugin is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2020-06-22T07:34:27Z,68be6a15e5d341600737f008e83169cef0094ad7,https://github.com/GeoDienstenCentrum/schemaspy-maven-plugin/commit/68be6a15e5d341600737f008e83169cef0094ad7,"Create Dependabot config file (#144)

Co-authored-by: dependabot-preview[bot] <27856297+dependabot-preview[bot]@users.noreply.github.com>"
GojaFramework/goja,https://github.com/GojaFramework/goja,2026-08-14T17:06:48.855897+00:00,ok,,,False,,,,,,,repo:GojaFramework/goja is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:GojaFramework/goja is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:GojaFramework/goja is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:GojaFramework/goja is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
GoogleCloudPlatform/bigdata-interop,https://github.com/GoogleCloudPlatform/bigdata-interop,2026-08-14T17:06:55.702956+00:00,ok,,,False,,,,,,,repo:GoogleCloudPlatform/bigdata-interop is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:GoogleCloudPlatform/bigdata-interop is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:GoogleCloudPlatform/bigdata-interop is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:GoogleCloudPlatform/bigdata-interop is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
GraphWalker/graphwalker-project,https://github.com/GraphWalker/graphwalker-project,2026-08-14T17:07:04.091381+00:00,ok,,,True,2020-05-08T18:55:47Z,https://github.com/GraphWalker/graphwalker-project/pull/236,236,dependabot,Bump Java-WebSocket from 1.4.0 to 1.5.0,app/dependabot,repo:GraphWalker/graphwalker-project is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:GraphWalker/graphwalker-project is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:GraphWalker/graphwalker-project is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:GraphWalker/graphwalker-project is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
Graylog2/graylog2-server,https://github.com/Graylog2/graylog2-server,2026-08-14T17:07:11.211319+00:00,ok,,,True,2018-12-02T09:23:19Z,https://github.com/Graylog2/graylog2-server/pull/5343,5343,dependabot-preview,Bump jersey-bom from 2.25.1 to 2.27,app/dependabot-preview,repo:Graylog2/graylog2-server is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:Graylog2/graylog2-server is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:Graylog2/graylog2-server is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:Graylog2/graylog2-server is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2020-12-01T13:00:53Z,0ed26ac8dea804c6bc05bd7f752510e8f8ab859a,https://github.com/Graylog2/graylog2-server/commit/0ed26ac8dea804c6bc05bd7f752510e8f8ab859a,"Create Dependabot config file (#9651)

Co-authored-by: dependabot-preview[bot] <27856297+dependabot-preview[bot]@users.noreply.github.com>"
HotelsDotCom/beeju,https://github.com/HotelsDotCom/beeju,2026-08-14T17:07:18.456111+00:00,ok,,,False,,,,,,,repo:HotelsDotCom/beeju is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:HotelsDotCom/beeju is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:HotelsDotCom/beeju is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:HotelsDotCom/beeju is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
HotelsDotCom/corc,https://github.com/HotelsDotCom/corc,2026-08-14T17:07:27.459331+00:00,ok,,,False,,,,,,,repo:HotelsDotCom/corc is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:HotelsDotCom/corc is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:HotelsDotCom/corc is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:HotelsDotCom/corc is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
HotelsDotCom/data-highway,https://github.com/HotelsDotCom/data-highway,2026-08-14T17:07:36.218331+00:00,ok,,,False,,,,,,,repo:HotelsDotCom/data-highway is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:HotelsDotCom/data-highway is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:HotelsDotCom/data-highway is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:HotelsDotCom/data-highway is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
Huanying04/jixiv,https://github.com/Huanying04/jixiv,2026-08-14T17:07:44.861921+00:00,ok,,,False,,,,,,,repo:Huanying04/jixiv is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:Huanying04/jixiv is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:Huanying04/jixiv is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:Huanying04/jixiv is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
Huluvu424242/plantuml-maven-plugin,https://github.com/Huluvu424242/plantuml-maven-plugin,2026-08-14T17:07:50.230452+00:00,ok,,,True,2022-12-28T10:48:54Z,https://github.com/Huluvu424242/plantuml-maven-plugin/pull/39,39,dependabot,Bump maven-surefire-plugin from 3.0.0-M3 to 3.0.0-M7,app/dependabot,repo:Huluvu424242/plantuml-maven-plugin is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:Huluvu424242/plantuml-maven-plugin is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:Huluvu424242/plantuml-maven-plugin is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:Huluvu424242/plantuml-maven-plugin is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2022-12-28T10:48:36Z,14fe796980de8e8e6548c4589119434c41fdf580,https://github.com/Huluvu424242/plantuml-maven-plugin/commit/14fe796980de8e8e6548c4589119434c41fdf580,weekly dependa boot
ICIJ/extract,https://github.com/ICIJ/extract,2026-08-14T17:07:58.367291+00:00,ok,,,True,2020-01-28T22:36:08Z,https://github.com/ICIJ/extract/pull/17,17,dependabot,Bump solr.version from 8.2.0 to 8.4.1 in /extract-cli,app/dependabot,repo:ICIJ/extract is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:ICIJ/extract is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:ICIJ/extract is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:ICIJ/extract is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
INL/BlackLab,https://github.com/INL/BlackLab,2026-08-14T17:08:05.916461+00:00,ok,,,False,,,,,,,repo:INL/BlackLab is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:INL/BlackLab is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:INL/BlackLab is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:INL/BlackLab is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
INRIA/spoon,https://github.com/INRIA/spoon,2026-08-14T17:08:14.647827+00:00,ok,,,True,2019-10-16T18:35:44Z,https://github.com/INRIA/spoon/pull/3153,3153,dependabot,chore(deps): bump nimbus-jose-jwt from 4.35 to 7.9 in /src/test/resources/maven-launcher/pac4j,app/dependabot,repo:INRIA/spoon is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:INRIA/spoon is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:INRIA/spoon is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:INRIA/spoon is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
Impetus/fabric-jdbc-connector,https://github.com/Impetus/fabric-jdbc-connector,2026-08-14T17:08:22.751026+00:00,ok,,,False,,,,,,,repo:Impetus/fabric-jdbc-connector is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:Impetus/fabric-jdbc-connector is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:Impetus/fabric-jdbc-connector is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:Impetus/fabric-jdbc-connector is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
