CVE_ID,Commit Message,Links in Message,Link Presence,PATCH
CVE-2018-1305,"62104: Fix programmatic login regression as the NonLoginAuthenticator has to be set for it to work (if no login method is specified).

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1824323 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/trunk@1824323,contains links,https://github.com/apache/tomcat/commit/4d637bc3986e5d09b9363e2144b8ba74fa6eac3a;https://github.com/apache/tomcat/commit/3e54b2a6314eda11617ff7a7b899c251e222b1a1
CVE-2014-0112,"Merge branch 'hotfix/2.3.16.2'

Conflicts:
	apps/blank/pom.xml
	apps/jboss-blank/pom.xml
	apps/mailreader/pom.xml
	apps/pom.xml
	apps/portlet/pom.xml
	apps/rest-showcase/pom.xml
	apps/showcase/pom.xml
	archetypes/pom.xml
	archetypes/struts2-archetype-angularjs/pom.xml
	archetypes/struts2-archetype-blank/pom.xml
	archetypes/struts2-archetype-convention/pom.xml
	archetypes/struts2-archetype-dbportlet/pom.xml
	archetypes/struts2-archetype-plugin/pom.xml
	archetypes/struts2-archetype-portlet/pom.xml
	archetypes/struts2-archetype-starter/pom.xml
	assembly/pom.xml
	bundles/admin/pom.xml
	bundles/demo/pom.xml
	bundles/pom.xml
	core/pom.xml
	core/src/main/resources/struts-default.xml
	plugins/cdi/pom.xml
	plugins/codebehind/pom.xml
	plugins/config-browser/pom.xml
	plugins/convention/pom.xml
	plugins/dojo/pom.xml
	plugins/dwr/pom.xml
	plugins/embeddedjsp/pom.xml
	plugins/gxp/pom.xml
	plugins/jasperreports/pom.xml
	plugins/javatemplates/pom.xml
	plugins/jfreechart/pom.xml
	plugins/jsf/pom.xml
	plugins/json/pom.xml
	plugins/junit/pom.xml
	plugins/osgi/pom.xml
	plugins/oval/pom.xml
	plugins/pell-multipart/pom.xml
	plugins/plexus/pom.xml
	plugins/pom.xml
	plugins/portlet-tiles/pom.xml
	plugins/portlet/pom.xml
	plugins/rest/pom.xml
	plugins/sitegraph/pom.xml
	plugins/sitemesh/pom.xml
	plugins/spring/pom.xml
	plugins/struts1/pom.xml
	plugins/testng/pom.xml
	plugins/tiles/pom.xml
	plugins/tiles3/pom.xml
	pom.xml
	xwork-core/pom.xml",,no links,https://github.com/apache/struts/commit/1be8ed61e499b58b3fb6a45253f47865f83f35fb
CVE-2018-8017,fix logic in iptc parser,,no links,https://github.com/apache/tika/commit/8a6a9e1344f5b10ebfa1a189dc3c30d0da2b9d4;https://github.com/apache/tika/commit/62926cae31a02d4f23d21148435804b96c543cc
CVE-2018-12036,added checks to ensure extraction of files does not go outside of expected path,,no links,https://github.com/jeremylong/DependencyCheck/commit/4df51f39043c80b98aefdb2ae592f052d3c26acc
CVE-2018-1257,"Selector header name is exposed for configuration

Issue: SPR-16732",,no links,https://github.com/spring-projects/spring-framework/commit/246a6db1cad205ca9b6fca00c544ab7443ba202c;https://github.com/spring-projects/spring-framework/commit/ff2228fdaf131d57b5c8c5918ee8d07c6dd9bba
CVE-2021-39151,Switch to whitelist by default.,,no links,https://github.com/x-stream/xstream/commit/652d72f38b33938c54fd3b2ef626cb7dce38001c
CVE-2017-7660,added extra check if it is a liveNode,,no links,https://github.com/apache/lucene-solr/commit/e3b0cfff396a7f92a4f621d598780116da916f3
CVE-2021-43859,Describe and fix CVE-2021-43859.,,contains links,https://github.com/x-stream/xstream/commit/e8e88621ba1c85ac3b8620337dd672e0c0c3a846
CVE-2021-28164,"Merge pull request from GHSA-v7ff-8wcx-gmc5

Always normalize ambiguous URIs

Signed-off-by: Greg Wilkins <gregw@webtide.com>",,contains links,https://github.com/eclipse/jetty.project/commit/e412c8a15b3334b30193f40412c0fbc47e478e83
CVE-2017-4971,Use fixed parser for empty value binding expressions,,no links,https://github.com/spring-projects/spring-webflow/commit/ec3d54d2305e6b6bce12f770fec67fe63008d45;https://github.com/spring-projects/spring-webflow/commit/57f2ccb66946943fbf3b3f2165eac1c8eb6b1523
CVE-2017-17485,Fix 1/3 of #1855,https://github.com/FasterXML/jackson-databind/issues/1855,contains links,https://github.com/FasterXML/jackson-databind/commit/f031f27a31625d07922bdd090664c69544200a5d;https://github.com/FasterXML/jackson-databind/commit/bb45fb16709018842f858f1a6e1118676aaa34bd;https://github.com/FasterXML/jackson-databind/commit/978798382ceb72229e5036aa1442943933d6d171;https://github.com/FasterXML/jackson-databind/commit/2235894210c75f624a3d0cd60bfb0434a20a18bf
CVE-2012-5886,"Various DIGEST improvements ported from Tomcat 7

git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc5.5.x/trunk@1392248 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/tc5.5.x/trunk@1392248,contains links,https://github.com/apache/tomcat55/commit/83adfde198d8f9305edbd240e0081a2bb7902cfd
CVE-2016-4430,Introduces new callMethod() function to be used to execute actions,,no links,https://github.com/apache/struts/commit/b28b78c062f0bf3c79793a25aab8c9b6c12bce6e
CVE-2016-4436,Throws away methods that doesn't match pattern,,no links,https://github.com/apache/struts/commit/27ca165ddbf81c84bafbd083b99a18d89cc49ca7
CVE-2014-0054,"Add processExternalEntities support to OXM

Update OXM AbstractMarshaller to support processing of external
XML entities. By default external entities will not be processed.

Issue: SPR-11376",,no links,https://github.com/spring-projects/spring-framework/commit/edba32b3093703d5e9ed42b5b8ec23ecc1998398
CVE-2018-14627,"Merge pull request #10675 from tadamski/WFLY-9107

[WFLY-9107] IIOP security configuration and tests refactor",https://github.com/wildfly/wildfly/pull/10675,contains links,https://github.com/wildfly/wildfly/commit/883115ea2168343e870745f538a80b1ddc360914
CVE-2016-4800,Merge remote-tracking branch 'origin/jetty-9.2.x' into jetty-9.3.x,,no links,https://github.com/eclipse/jetty.project/commit/424f0c1e040bf47f397c9164cc19d379fb00f7db;https://github.com/eclipse/jetty.project/commit/97af3d663fd22343129e8364d601640649d9eaea
CVE-2016-9589,UNDERTOW-1029 ParseState headerValuesCache can be exploited to fill heap with garbage,,no links,https://github.com/undertow-io/undertow/commit/86d52a5e9198991fe30a3616d9008cecc696fc0b
CVE-2016-2162,Narrows possible locale to those from available locales,,no links,https://github.com/apache/struts/commit/fc2179cf1ac9fbfb61e3430fa88b641d87253327;https://github.com/apache/struts/commit/37842193ab33b7655c78a2d2c305f2e0a0e50355
CVE-2015-4165,"Snapshot/Restore: fix FSRepository location configuration

Closes #11068",https://github.com/elastic/elasticsearch/issues/11068,contains links,https://github.com/elastic/elasticsearch/commit/f5cfb2a1869d1a52930cbd3138278a6e2c1b22e6
CVE-2018-1000850,"Forbid path traversal ('.' and '..') as @Path parameters.

They're likely to have the unintended effect. For example, passing ""..""
to @DELETE /account/book/{isbn}/ yields @DELETE /account/.",,contains links,https://github.com/square/retrofit/commit/b9a7f6ad72073ddd40254c0058710e87a073047d
CVE-2013-6468,BZ-991058 - KIE workbench uses MVEL.eval() with unfiltered user input (arbitrary Java code execution is possible),,no links,https://github.com/droolsjbpm/drools/commit/3883240d8324d0aa1372fff90c227928423c6a95
CVE-2018-14658,Redirect URLs are not normalized,,no links,https://github.com/keycloak/keycloak/commit/a957e118e6efb35fe7ef3a62acd66341a6523cb7
CVE-2018-18240,"Fix 458 (#470)

Thanks! I will come with small changes after merge.",https://github.com/pippo-java/pippo/pull/470,contains links,https://github.com/pippo-java/pippo/commit/c6b26551a82d2dd32097fcb17c13c3b830916296
CVE-2021-21351,Fix possibility to process references on enum types at deserialization. Closes #238.,https://github.com/x-stream/xstream/issues/238,contains links,https://github.com/x-stream/xstream/commit/15f2cd3364795eab785166f6f36f9a91e951373f
CVE-2014-3574,not found,,contains links,https://github.com/apache/poi/commit/103b45073c7b504236588b3acc146530205af53c;https://github.com/apache/poi/commit/bb7a24769a97732e760a0d70e76466424bfc4d8e;https://github.com/apache/poi/commit/b350d5c5edbf2fa4312ab0f46194a733194ddf55;https://github.com/apache/poi/commit/07771c3d8c7204c14a7a597b4db04a7e828a956f;https://github.com/apache/poi/commit/236c3c52a9b90688b2e57ec503559409e29f33ed
CVE-2013-2055,allow non-Wicket markup to be served from PackageResource,,no links,https://github.com/apache/wicket/commit/b8a31c41d9dd13ff6492407b86f601da654c0cd7
CVE-2021-21295,"Merge pull request from GHSA-wm47-8v5p-wjpj

Motivation:

As stated by https://tools.ietf.org/html/rfc7540#section-8.1.2.6 we should report a stream error if the content-length does not match the sum of all data frames.

Modifications:

- Verify that the sum of data frames match if a content-length header was send.
- Handle multiple content-length headers and also handle negative values
- Add io.netty.http2.validateContentLength system property which allows to disable the more strict validation
- Add unit tests

Result:

Correctly handle the case when the content-length header was included but not match what is send and also when content-length header is invalid",https://tools.ietf.org/html/rfc7540#section-8.1.2.6,contains links,https://github.com/netty/netty/commit/89c241e3b1795ff257af4ad6eadc616cb2fb3dc4
CVE-2017-15718,Remove parent's env vars from child processes. Contributed by Vinayakumar B.,,no links,https://github.com/apache/hadoop/commit/bfa736b7782b0075b3dc4c956ae7426952c49f83
CVE-2020-27216,"Merge pull request #5453 from eclipse/jetty-9.4.x-5451-general-tempdir-cleanup

Issue #5451 - Cleanup of temp file usages.",https://github.com/jetty/jetty.project/pull/5453; https://github.com/jetty/jetty.project/issues/5451,contains links,https://github.com/eclipse/jetty.project/commit/820c79ba5b68ece9d17d5af72284ed35179e0b79
CVE-2019-9827,Fix #2254 - Apply whitelist host protection to ProxyServlet,https://github.com/hawtio/hawtio/issues/2254,contains links,https://github.com/hawtio/hawtio/commit/503ed37b05a732fbb4e8c15b8b7881ef5009008d
CVE-2015-2944,"SLING-2082 - use ResponseUtil for escaping

git-svn-id: https://svn.apache.org/repos/asf/sling/trunk/bundles/api@1127023 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/sling/trunk/bundles/api@1127023,contains links,https://github.com/apache/sling/commit/89e0555c75da9bda3007dadc08521dc0cbc90a0c
CVE-2014-0168,"Enchanced policy wr to origin handling. The Origin: can now be checked on the server side, too.",,no links,https://github.com/rhuss/jolokia/commit/2d9b168cfbbf5a6d16fa6e8a5b34503e3dc42364
CVE-2014-9527,not found,,contains links,https://github.com/apache/poi/commit/21d2bc3cffeefab6c41627da469fce35ed7760e6
CVE-2011-0534,"Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=50631
InternalNioInputBuffer should honor maxHttpHeadSize
This addresses CVE-2011-0534

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1065939 13f79535-47bb-0310-9956-ffa450edef68",https://issues.apache.org/bugzilla/show_bug.cgi?id=50631; https://svn.apache.org/repos/asf/tomcat/trunk@1065939,contains links,https://github.com/apache/tomcat/commit/0084470;https://github.com/apache/tomcat/commit/51640d60c705e57450a105832d91ff4535a96851
CVE-2014-8122,WELD-1802 RequestScopedCache - Make sure each request is ended before a new one is started,,no links,https://github.com/weld/core/commit/6808b11cd6d97c71a2eed754ed4f955acd789086;https://github.com/weld/core/commit/8e413202fa1af08c09c580f444e4fd16874f9c65
CVE-2015-5211,"Protect against RFD exploits

Issue: SPR-13548",,no links,https://github.com/spring-projects/spring-framework/commit/2bd1da;https://github.com/spring-projects/spring-framework/commit/a95c3d
CVE-2013-6407,"Merged revision(s) 1390921 from lucene/dev/trunk:
SOLR-3895, SOLR-3614: XML and XSLT UpdateRequestHandler should not try to resolve external entities; fix XML parsing in XPathEntityProcessor to correctly expand named entities, but ignore external entities

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/branches/branch_4x@1390924 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/lucene/dev/branches/branch_4x@1390924,contains links,https://github.com/apache/lucene-solr/commit/bffc5624eff8e2790fb8d29b48385efd063c79d9
CVE-2018-11758,Disable external entities in XML reader,,no links,https://github.com/apache/cayenne/commit/8d4c83abed024fc3a698148a122429022b89b590
CVE-2019-0212,"HBASE-21960 Ensure RESTServletContainer used by RESTServer

Signed-off-by: stack <stack@apache.org>",,contains links,https://github.com/apache/hbase/commit/7206ef6427d12785b797797a00153b5437e21cb1
CVE-2018-8026,"SOLR-12450: Don't allow referal to external resources in various config files

# Conflicts:
#	solr/CHANGES.txt

# Conflicts:
#	solr/CHANGES.txt",,no links,https://github.com/apache/lucene-solr/commit/3aa6086ed99fa7158d423dc7c33dae6da466b09;https://github.com/apache/lucene-solr/commit/e21d4937e0637c7b7949ac463f331da9a42c07f
CVE-2014-3579,https://issues.apache.org/jira/browse/APLO-366 - make xpath parser features configurable,https://issues.apache.org/jira/browse/APLO-366,contains links,https://github.com/apache/activemq-apollo/commit/e5647554e6801a522c508a8eb457979a9af8c398
CVE-2019-16869,"Correctly handle whitespaces in HTTP header names as defined by RFC7230#section-3.2.4 (#9585)

Motivation:

When parsing HTTP headers special care needs to be taken when a whitespace is detected in the header name.

Modifications:

- Ignore whitespace when decoding response (just like before)
- Throw exception when whitespace is detected during parsing
- Add unit tests

Result:

Fixes https://github.com/netty/netty/issues/9571",https://github.com/netty/netty/pull/9585; https://github.com/netty/netty/issues/9571,contains links,https://github.com/netty/netty/commit/39cafcb05c99f2aa9fce7e6597664c9ed6a63a95
CVE-2019-11343,Fix issue with like,,no links,https://github.com/xjodoin/torpedoquery/commit/3c20b874fba9cc2a78b9ace10208de1602b56c3f
CVE-2018-18628,"Fix 458 (#470)

Thanks! I will come with small changes after merge.",https://github.com/pippo-java/pippo/pull/470,contains links,https://github.com/pippo-java/pippo/commit/c6b26551a82d2dd32097fcb17c13c3b830916296
CVE-2020-13936,"Merge pull request #16 from wglasshusain/VELOCITY-931-update-secure-classlist

Velocity 931 update secure classlist",https://github.com/apache/velocity-engine/pull/16,contains links,https://github.com/apache/velocity-engine/commit/f355cec739d4e705e541a149ff2d8806ed565401
CVE-2022-25312,Address comments from liontree0110,,no links,https://github.com/apache/any23/commit/856210814c16ff720f1484019013dc77cf95a2d0
CVE-2019-11808,Use UUID directly for generating session IDs,,no links,https://github.com/ratpack/ratpack/commit/f2b63eb82dd71194319fd3945f5edf29b8f3a42d;https://github.com/ratpack/ratpack/commit/7b2f09eeeba1e460ad8702930a8a8933a2dbe1e9
CVE-2019-11272,"PlaintextPasswordEncoder ignores null encoded passwords

Fixes gh-7023",,contains links,https://github.com/spring-projects/spring-security/commit/b2d4fec3617c497c5a8eb9c7e5270e0c7db293ee;https://github.com/spring-projects/spring-security/commit/12dbf2e9612cddd775904952d01bfc044fb1d1bb
CVE-2012-5887,"Various DIGEST improvements ported from Tomcat 7

git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc5.5.x/trunk@1392248 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/tc5.5.x/trunk@1392248,contains links,https://github.com/apache/tomcat55/commit/83adfde198d8f9305edbd240e0081a2bb7902cfd
CVE-2015-5345,"Fix https://bz.apache.org/bugzilla/show_bug.cgi?id=58660
With mapperContextRootRedirectEnabled ste to false, the redirect needs to be handled elsewhere.
- Ensure the Mapper does not add the '/' handling the redirect
- Handle the redirect in the DefaultServlet
- Add a redirect to FORM auth if auth is occurring at the context root else the login page could be submitted to the wrong web application

git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc8.0.x/trunk@1717209 13f79535-47bb-0310-9956-ffa450edef68",https://bz.apache.org/bugzilla/show_bug.cgi?id=58660; https://svn.apache.org/repos/asf/tomcat/tc8.0.x/trunk@1717209,contains links,https://github.com/apache/tomcat80/commit/2b643a4e36d318d55ec57fee57610671656d23c0
CVE-2013-6397,"SOLR-4882: Restrict SolrResourceLoader to only allow access to resource files below the instance dir

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1525246 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/lucene/dev/trunk@1525246,contains links,https://github.com/apache/lucene-solr/commit/da34b18cb3092df4972e2b6fa5178d1059923910
CVE-2015-5377,"Restrict Exception deserialization to Core and JDK classes

when 3rd party exceptions are deserialized they might carry
classes not present on the deserializing node. This causes hard
exceptions and looses the exception entirely. This commit restricts
the classes we support for deserialization for core and selected JDK
classes to guarantee they are present on both source and target nodes",,no links,https://github.com/elastic/elasticsearch/commit/bf3052d14c874aead7da8855c5fcadf5428a43f2
CVE-2016-6795,merged fix for WW-4628 (proper url decoding of query-string),,contains links,https://github.com/apache/struts/commit/7d8c3598ef4a4699515a2b8e1064d4e9b921a58b
CVE-2013-7315,"Fix potential security risk when using Spring OXM

Disable by default external entity resolution when using Spring OXM
with jaxb. This prevents a XML entity from being able to resolve a
local file on the host system.

See:
https://www.owasp.org/index.php/XML_External_Entity_(XXE)_Processing

Issue: SPR-10806",https://www.owasp.org/index.php/XML_External_Entity_(XXE)_Processing,contains links,https://github.com/frankneusource/spring-framework/commit/7576274874deeccb6da6b09a8d5bd62e8b5538b7
CVE-2013-2254,"SLING-2913 :  Issue in AbstractCreateOperation#deepGetOrCreateNode . Apply patch from Antonio Sanso

git-svn-id: https://svn.apache.org/repos/asf/sling/trunk@1501115 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/sling/trunk@1501115,contains links,https://github.com/apache/sling-org-apache-sling-servlets-post/commit/7ddd5df1282a47a99af1f7f4897fc7abe1ec056b
CVE-2011-2526,"Protect against infinite loops in the HTTP NIO connector if sendfile is configured to send more data than is available in the file. (markt)
Part of the fix for CVE-2011-2526

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1145383 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/trunk@1145383,contains links,https://github.com/apache/tomcat/commit/36e6efdd4052ea0f3a0a6db4bc27ebfb925c3772;https://github.com/apache/tomcat/commit/64109ce37870bc6c470df8cf5ae0f3bb82429ee0;https://github.com/apache/tomcat/commit/eb6416f0743e974d031d415d3d33544bea044eca;https://github.com/apache/tomcat/commit/d3efb1a364d41a32bcdd08517622a97548faaa4a;https://github.com/apache/tomcat55/commit/e67f6882118f2a8285e4e8acd050dad64a3ef3e4;https://github.com/apache/tomcat/commit/f0488ac8a449ac3efa8df9a560c42a835231a479;https://github.com/apache/tomcat/commit/26f3f098309772e8617fde3cbba59d0c4b65efc7
CVE-2018-1336,"Improve handing of overflow in the UTF-8 decoder with supplementary characters.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1830373 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/trunk@1830373,contains links,https://github.com/apache/tomcat/commit/92cd494555598e99dd691712e8ee426a2f9c2e93
CVE-2017-12630,"DRILL-5766: Fix XSS vulnerabilities in Drill

1. Bumped up freemarker version to 2.3.26-incubating.
2. Indicated default output format in Freemarker configuration (HTML).
3. Fixed Web UI bugs listed in DRILL-5346, DRILL-5341, DRILL-5339, DRILL-5338.

closes #935",https://github.com/apache/drill/pull/935,contains links,https://github.com/apache/drill/commit/c7c8ffd6f5e1b8f4677f9e95c317482d929a1bb5
CVE-2020-2933,"Fix for Bug#23143279, CLIENT HANG WHEN LOADBALANCESTRATEGY IS BESTRESPONSETIME.",,no links,https://github.com/mysql/mysql-connector-j/commit/e824d25875e2fdfdacf8a09e8d829df00a3db8e7
CVE-2020-1933,"NIFI-7023 This closes #3991. Removed SLF4J and Log4J transitive dependencies from Zookeeper so tests log correctly.
Changed template handling.
Added unit tests.

Signed-off-by: Joe Witt <joewitt@apache.org>",https://github.com/apache/nifi/pull/3991,contains links,https://github.com/apache/nifi/commit/34f2a59
CVE-2020-13933,"Merge pull request #223 from bmhm/SHIRO-766

[SHIRO-766] ignore exception on invalid cookies.",https://github.com/apache/shiro/pull/223,contains links,https://github.com/apache/shiro/commit/83d8dacd273c8f6d70e6b1aa4f240d4f7a408c27
CVE-2017-14063,"Don't be tricked by anchors containing a question mark, close #1455

Motivation:

AHC can be tricked into connecting to a different host.

Modification:

* Make sure we don’t interpret `?` in the anchor as the beginning of
the query and the end of the path.
* Update tests to check org.asynchttpclient.uri.Uri returns the same
results as java.net.URI.

Result:

AHC no longer tricked by anchors containing question mark.",https://github.com/AsyncHttpClient/async-http-client/issues/1455,contains links,https://github.com/AsyncHttpClient/async-http-client/commit/e9f12b29725c567cdb4de98b3302a61ca9d41280;https://github.com/AsyncHttpClient/async-http-client/commit/eb9e3347e45319be494db24d285a2aee4396f5d3
CVE-2018-1335,fix readUE7,,no links,https://github.com/apache/tika/commit/302f22aff7a836868b270038e1d66002a2004869
CVE-2021-31411,"fix: Compare file content from stream (#10640)

Compare jar file content and existing target file content before writing to disk.",https://github.com/vaadin/flow/pull/10640,contains links,https://github.com/vaadin/flow/commit/e9ceac295812018b0d654ce897de6e98b8571255
CVE-2016-3083,HIVE-13390: HiveServer2: Add more test to ZK service discovery using MiniHS2 (Vaibhav Gumashta reviewed by Sushanth Sowmyan),,contains links,https://github.com/apache/hive/commit/116751eb543ff218502b5bf2add342b152baa17d
CVE-2012-0394,"WW-3668 - Vulnerability: User input is evaluated as an OGNL expression when there's a conversion error

git-svn-id: https://svn.apache.org/repos/asf/struts/struts2/trunk@1157009 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/struts/struts2/trunk@1157009,contains links,https://github.com/apache/struts/commit/b4265d369dc29d57a9f2846a85b26598e83f3892;https://github.com/apache/struts/commit/9cad25f258bb2629d263f828574d2671366c238d;https://github.com/apache/struts/commit/34c80dae734e70f13c0e46f9c83602fb71318e58
CVE-2018-8036,not found,,contains links,https://github.com/apache/pdfbox/commit/038c09b5f361e083a00ce076c95521b73202fcb4
CVE-2020-27218,"Issue #5605 unconsumed input on sendError (#5637)

* Issue #5605 unconsumed input on sendError

Add Connection:close if content can't be consumed during a sendError. Processed after the request has returned to the container.

Signed-off-by: Greg Wilkins <gregw@webtide.com>

* Update from review

 + Add close on all uncommitted requests when content cannot be consumed.

* Update from review

 + fixed comment
 + space comma

* Only consume input in COMPLETE if response is >=200 (ie not an upgrade or similar)

* Updated to be less adventurous

I do not think it was valid to always consumeAll in COMPLETE as this could break upgrades with both 101s and 200s
Instead I have reverted to having this consumeAll logic only:
 + in sendError once control has passed back to the container and we are about to generate an error page.
 + in front of all the sendRedirection that we do without calling the application first.

Extra tests also added

* Updated to be less adventurous

reverted test

* Testcase for odd sendError(400) issue.

Signed-off-by: Joakim Erdfelt <joakim.erdfelt@gmail.com>

* Fix for odd sendError(400) issue.

Signed-off-by: Simone Bordet <simone.bordet@gmail.com>

* Testcase for odd sendError(400) issue.

Signed-off-by: Joakim Erdfelt <joakim.erdfelt@gmail.com>

* Always try to consumeAll on all requests

* Refinements after testing in 10

* Refinements after testing in 10

Fixed test

* Fixed comment from review

* Updates from review

+ added redirect methods that consumeAll
+ ensureContentConsumedOrConnectionClose renamed to ensureConsumeAllOrNotPersistent
+ ensureConsumeAllOrNotPersistent now handles HTTP/1.0 and HTTP/1.1 differently

* better consumeAll implementation

* update from review

 + better javadoc
 + filter out keep-alive
 + added more tests

* update from review

 + better javadoc

* update from review

 + fixed form redirection test for http 1.0 and 1.1

* update from review

 + HttpGenerator removes keep-alive if close present
 + Use isRedirection

Co-authored-by: Joakim Erdfelt <joakim.erdfelt@gmail.com>
Co-authored-by: Simone Bordet <simone.bordet@gmail.com>",https://github.com/jetty/jetty.project/issues/5605; https://github.com/jetty/jetty.project/pull/5637,contains links,https://github.com/eclipse/jetty.project/commit/14f94f738df5adf68549749d01d4f9d97ea51452
CVE-2021-30468,"CXF-8435 - JsonMapObjectReaderWriter doesn't escape double quotes

(cherry picked from commit fa01cfac792fb7cb2e6d553d38a7441a20c97ba8)",,contains links,https://github.com/apache/cxf/commit/9d423d4ceb41a6a025b1cada185f0255e731d3af
CVE-2016-1000031,"DiskFileItem is no longer Serializable.


git-svn-id: https://svn.apache.org/repos/asf/commons/proper/fileupload/trunk@1743503 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/commons/proper/fileupload/trunk@1743503,contains links,https://github.com/apache/commons-fileupload/commit/02f6b2c4ef9aebf9cf8e55de8b90e73430b69385;https://github.com/apache/commons-fileupload/commit/388e824518697c2c8f9f83fd964621d9c2f8fc4c
CVE-2016-0734,"https://issues.apache.org/jira/browse/AMQ-6170

Fixing X-Frame-Options header so that is applied for all content served
by Jetty.  The previous patch wasn't correct because it only applied it
to Servlets and JSPs and not static content. This also reverts AMQ-6113

(cherry picked from commit 24ad36778534c5ac888f880837075449169578ad)",https://issues.apache.org/jira/browse/AMQ-6170,contains links,https://github.com/apache/activemq/commit/028a33ea7d73fabe6161defffdbfc85578328a68;https://github.com/apache/activemq/commit/24ad36778534c5ac888f880837075449169578ad
CVE-2021-31684,"Merge pull request #68 from pcy190/master

Fix ArrayIndexOutOfBoundsException",https://github.com/netplex/json-smart-v2/pull/68,contains links,https://github.com/netplex/json-smart-v2/commit/21dad441f96863d41ad53a28c48478b9ef2ce1a7
CVE-2010-2227,"Arrange filter logic.
This is the fix for CVE-2010-2227.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@958911 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/trunk@958911,contains links,https://github.com/apache/tomcat/commit/692608fc183eccd915f3ec6ba17577f790872b5c;https://github.com/apache/tomcat55/commit/4faaca9353e5e3f963c7a674b3ac6a0bd1c3757e;https://github.com/apache/tomcat/commit/3821e9878ea2abd136863ebca6074bbc519d760c
CVE-2014-3656,"KEYCLOAK-703 Check valid origin is passed to login-status-iframe

Conflicts:
	services/src/main/java/org/keycloak/services/resources/TokenService.java",,no links,https://github.com/keycloak/keycloak/commit/85cc63c7ce93453ed25faced406621549d490d17
CVE-2015-3198,UNDERTOW-432 Requesting x.jsp/ will return the source code for x.jsp,,no links,https://github.com/undertow-io/undertow/commit/4c330e2ac8a3694bfc6196e7b38ba8a426f96f8c
CVE-2017-1000486,Refactored dynamic resource handling,,no links,https://github.com/primefaces/primefaces/commit/26e44eb7962cbdb6aa2f47eca0f230f3274358f0
CVE-2021-22118,"Ensure Synchronoss temp directories do not collide

This commit makes sure that Synchronoss uses a random temporary
directory to store uploaded files, so that two instances do not collide.

Closes gh-26931",,contains links,https://github.com/spring-projects/spring-framework/commit/cce60c479c22101f24b2b4abebb6d79440b120d1
CVE-2020-5412,add allow list for proxy.stream endpoint,,no links,https://github.com/spring-cloud/spring-cloud-netflix/commit/624bbc8b50f7b5b6a1addc62040e4f2587f24f1b
CVE-2018-8039,Fix hostname verification using the deprecated SSL stack,,no links,https://github.com/apache/cxf/commit/fae6fabf9bd7647f5e9cb68897a7d72b545b741;https://github.com/apache/cxf/commit/8ed6208f987ff72e4c4d2cf8a6b1ec9b27575d4
CVE-2019-17554,[OLINGO-1409] XML serializer defaults,,no links,https://github.com/apache/olingo-odata4/commit/5948974ad28271818e2afe747c71cde56a7f2c63
CVE-2014-3625,"Apply extra checks to static resource handling

- remove leading '/' and control chars
- improve url and relative path checks
- account for URL encoding
- add isResourceUnderLocation final verification

Issue: SPR-12354",,no links,https://github.com/spring-projects/spring-framework/commit/9cef8e3001ddd61c734281a7556efd84b6cc2755
CVE-2017-12624,"CXF-7507 - Put a configurable limit on the size of attachment headers

# Conflicts:
#	core/src/main/java/org/apache/cxf/message/MessageUtils.java
#	rt/frontend/jaxrs/src/main/java/org/apache/cxf/jaxrs/ext/MessageContextImpl.java
#	rt/frontend/jaxrs/src/main/java/org/apache/cxf/jaxrs/ext/multipart/Attachment.java

# Conflicts:
#	core/src/main/java/org/apache/cxf/attachment/AttachmentDeserializer.java
#	rt/frontend/jaxrs/src/main/java/org/apache/cxf/jaxrs/ext/multipart/Attachment.java",,no links,https://github.com/apache/cxf/commit/a2ce435cf0eedc8158d118d6d275114408d2a376
