source_row_index,CVE_ID,Commit Message,Links in Message,Link Presence,PATCH,repository,first_patch_url,page_status,page_error,clickable_links,recovered_first_link,recovered_first_link_type,recovery_status,failure_reason,recovered_link_clean,recovered_link_type_for_created_date,recovered_link,mined_recovered_link_type,recovered_link_created_at,recovered_link_created_date_source,recovered_link_created_date_status,recovered_link_created_date_reason,created_date_kind
56,CVE-2017-5662,not found,,contains links,https://github.com/apache/batik/commit/6ab669f073c23a443d78a7a08aea2fd4de10da8c;https://github.com/apache/batik/commit/998cabf7af08852e8305f60b5e4c0b6721c47667,apache/batik,https://github.com/apache/batik/commit/6ab669f073c23a443d78a7a08aea2fd4de10da8c,200,,https://svn.apache.org/repos/asf/xmlgraphics/batik/trunk@1743326; https://github.com/apache/xmlgraphics-batik/commit/998cabf7af08852e8305f60b5e4c0b6721c47667,https://svn.apache.org/repos/asf/xmlgraphics/batik/trunk@1743326,source/tracker link,successful,,https://svn.apache.org/repos/asf/xmlgraphics/batik/trunk@1743326,svn/source link,https://svn.apache.org/repos/asf/xmlgraphics/batik/trunk@1743326,svn/source link,,https://svn.apache.org/repos/asf/xmlgraphics/batik/trunk@1743326,not_available,"SVN revision date not found for r1743326; last error: <!DOCTYPE HTML PUBLIC ""-//IETF//DTD HTML 2.0//EN"">
<html><head>
<title>401 Unauthorized</title>
</head><body>
<h1>Unauthorized</h1>
<p>This server could not verify that you
are authorized to access the document
requested.  Either you supplied the wrong
credentials (e.g., bad password), or your
browser doesn't understand how to supply
the credentials required.</p>
</body></html>
 (401) for https://svn.apache.org/repos/asf/xmlgraphics/batik/trunk@1743326",
57,CVE-2020-13920,"Fix issue where the registry lookup was a hardcoded name and didn't account for the connector path

(cherry picked from commit 4522061527d683837add039b2356d1f943744833)",,contains links,https://github.com/apache/activemq/commit/5263883d37ee9df336776f8f906aebfb13189ece,apache/activemq,https://github.com/apache/activemq/commit/5263883d37ee9df336776f8f906aebfb13189ece,200,,https://github.com/apache/activemq/commit/4522061527d683837add039b2356d1f943744833; https://github.com/apache/activemq/commit/df8f7105880c3690e99960da29288ec6872aa611,https://github.com/apache/activemq/commit/4522061527d683837add039b2356d1f943744833,github commit,successful,,https://github.com/apache/activemq/commit/4522061527d683837add039b2356d1f943744833,github commit,https://github.com/apache/activemq/commit/4522061527d683837add039b2356d1f943744833,github commit,2020-02-24T11:10:46Z,https://api.github.com/repos/apache/activemq/commits/4522061527d683837add039b2356d1f943744833,ok,GitHub commit URL has no created_at; used commit committer date,commit_committer_date
58,CVE-2016-10027,"Move TLS Required check at the end of connect()

It was a *very* bad idea to perform the SecurityMode.Required check in
the connection's reader thread and not at the end of
AbstractXMPPConnectin's connect(). :/

This behavior dates back to 8e750912a765f77a4f178a4f307a8b42c2afb5ae

Fixes SMACK-739",,contains links,https://github.com/igniterealtime/Smack/commit/059ee99ba0d5ff7758829acf5a9aeede09ec820b;https://github.com/igniterealtime/Smack/commit/a9d5cd4a611f47123f9561bc5a81a4555fe7cb04,igniterealtime/Smack,https://github.com/igniterealtime/Smack/commit/059ee99ba0d5ff7758829acf5a9aeede09ec820b,200,,https://github.com/igniterealtime/Smack/commit/8e750912a765f77a4f178a4f307a8b42c2afb5ae; https://github.com/igniterealtime/Smack/commit/fca2f59e08da2936f6d899a95fb0f6ed9aa07f0c,https://github.com/igniterealtime/Smack/commit/8e750912a765f77a4f178a4f307a8b42c2afb5ae,github commit,successful,,https://github.com/igniterealtime/Smack/commit/8e750912a765f77a4f178a4f307a8b42c2afb5ae,github commit,https://github.com/igniterealtime/Smack/commit/8e750912a765f77a4f178a4f307a8b42c2afb5ae,github commit,2007-01-11T19:01:24Z,https://api.github.com/repos/igniterealtime/Smack/commits/8e750912a765f77a4f178a4f307a8b42c2afb5ae,ok,GitHub commit URL has no created_at; used commit committer date,commit_committer_date
59,CVE-2013-4330,"CAMEL-6748: Optimize File Producers by Skipping Header Evaluation. Thansk to James Carman for the patch.

Conflicts:
	camel-core/src/main/java/org/apache/camel/component/file/GenericFileProducer.java",,contains links,https://github.com/apache/camel/commit/3215fe50dd42c83a7a454dd36486843fe36eae4,apache/camel,https://github.com/apache/camel/commit/3215fe50dd42c83a7a454dd36486843fe36eae4,200,,https://issues.apache.org/jira/browse/CAMEL-6748; https://github.com/apache/camel/commit/9093b7ab99468758d7673e0d9d47883800de8650,https://issues.apache.org/jira/browse/CAMEL-6748,apache issue tracker,successful,,https://issues.apache.org/jira/browse/CAMEL-6748,jira issue tracker,https://issues.apache.org/jira/browse/CAMEL-6748,jira issue tracker,2013-09-14T11:46:00Z,https://issues.apache.org/jira/browse/CAMEL-6748,ok,parsed from Jira HTML fallback,created_at
60,CVE-2021-29943,"SOLR-15233: Set doAs in ConfigurableInternodeAuthHadoopPlugin

Additional-Author: Jason Gerlowski <gerlowskija@apache.org>
Additional-Author: Geza Nagy <gezan>",,contains links,https://github.com/apache/solr/commit/def7f47a4d2389ce8362ce7215095c5e43afe5c0,apache/solr,https://github.com/apache/solr/commit/def7f47a4d2389ce8362ce7215095c5e43afe5c0,200,,https://issues.apache.org/jira/browse/SOLR-15233; https://github.com/apache/solr/commit/59a59138668e9513060824d85ee375a1723f4bfb,https://issues.apache.org/jira/browse/SOLR-15233,apache issue tracker,successful,,https://issues.apache.org/jira/browse/SOLR-15233,jira issue tracker,https://issues.apache.org/jira/browse/SOLR-15233,jira issue tracker,2021-03-09T17:20:00Z,https://issues.apache.org/jira/browse/SOLR-15233,ok,parsed from Jira HTML fallback,created_at
61,CVE-2020-35213,not found,,contains links,https://github.com/atomix/atomix/commit/4a65503db2c810df7aa9f9b1dc0aec4debe21380,atomix/atomix,https://github.com/atomix/atomix/commit/4a65503db2c810df7aa9f9b1dc0aec4debe21380,200,,https://github.com/atomix/atomix/pull/984; https://github.com/atomix/atomix/commit/18613aed50d52436e9117bfc4fb568843b6c172b,https://github.com/atomix/atomix/pull/984,github pull request,successful,,https://github.com/atomix/atomix/pull/984,github pull request,https://github.com/atomix/atomix/pull/984,github pull request,2019-01-23T13:24:52Z,https://api.github.com/repos/atomix/atomix/issues/984,ok,,created_at
62,CVE-2017-3159,CAMEL-10575: snakeyaml: add an option to filter classes the yaml parser can construct,,contains links,https://github.com/apache/camel/commit/6b979d07fd4be6ac913368f2abeae690d3325d37;https://github.com/apache/camel/commit/20e26226107f3133c87d0f5c845e02f824823f69,apache/camel,https://github.com/apache/camel/commit/6b979d07fd4be6ac913368f2abeae690d3325d37,200,,https://issues.apache.org/jira/browse/CAMEL-10575; https://github.com/apache/camel/commit/65a56ad900d434f09430998772e892243e9dcbcd,https://issues.apache.org/jira/browse/CAMEL-10575,apache issue tracker,successful,,https://issues.apache.org/jira/browse/CAMEL-10575,jira issue tracker,https://issues.apache.org/jira/browse/CAMEL-10575,jira issue tracker,2016-12-08T13:32:00Z,https://issues.apache.org/jira/browse/CAMEL-10575,ok,parsed from Jira HTML fallback,created_at
63,CVE-2018-8018,IGNITE-8565 Client marshalling improvements,,contains links,https://github.com/apache/ignite/commit/bc374f85ca4a5e69572902d2167fe6bedebd40a;https://github.com/apache/ignite/commit/82a7b8209fcf56971d12cb10410a38ed632215b,apache/ignite,https://github.com/apache/ignite/commit/bc374f85ca4a5e69572902d2167fe6bedebd40a,200,,https://issues.apache.org/jira/browse/IGNITE-8565; https://github.com/apache/ignite/commit/b4b965bbd9caddee8f28c64689957f32d181eadf,https://issues.apache.org/jira/browse/IGNITE-8565,apache issue tracker,successful,,https://issues.apache.org/jira/browse/IGNITE-8565,jira issue tracker,https://issues.apache.org/jira/browse/IGNITE-8565,jira issue tracker,2018-05-22T22:28:00Z,https://issues.apache.org/jira/browse/IGNITE-8565,ok,parsed from Jira HTML fallback,created_at
64,CVE-2020-5397,"Update CORS support

This commit updates CORS support in order to check Origin header
in CorsUtils#isPreFlightRequest which does not change how Spring
MVC or WebFlux process CORS request but is more correct in term
of behavior since it is a public API potentially used in another
contexts.

It also removes an unnecessary check in
AbstractHandlerMethodMapping#hasCorsConfigurationSource and processes
every preflight request with PreFlightHandler.

Closes gh-24327",,contains links,https://github.com/spring-projects/spring-framework/commit/bc7d01048579430b4b2df668178809b63d3f1929,spring-projects/spring-framework,https://github.com/spring-projects/spring-framework/commit/bc7d01048579430b4b2df668178809b63d3f1929,200,,https://github.com/spring-projects/spring-framework/issues/24327; https://github.com/spring-projects/spring-framework/commit/8396e6bdd1c03b2fb32e5cf468f7f04b192d8474,https://github.com/spring-projects/spring-framework/issues/24327,github issue,successful,,https://github.com/spring-projects/spring-framework/issues/24327,github issue,https://github.com/spring-projects/spring-framework/issues/24327,github issue,2020-01-10T13:46:43Z,https://api.github.com/repos/spring-projects/spring-framework/issues/24327,ok,,created_at
65,CVE-2018-8009,"Additional check when unpacking archives. Contributed by Jason Lowe and Akira Ajisaka.

(cherry picked from commit cedc28d4ab2a27ba47e15ab2711218d96ec88d23)",,contains links,https://github.com/apache/hadoop/commit/1373e3d8ad60e4da721a292912cb69243bfdf47;https://github.com/apache/hadoop/commit/bd98d4e77cf9f7b2f4b1afb4d5e5bad0f6b2fde,apache/hadoop,https://github.com/apache/hadoop/commit/1373e3d8ad60e4da721a292912cb69243bfdf47,200,,https://github.com/apache/hadoop/commit/cedc28d4ab2a27ba47e15ab2711218d96ec88d23; https://github.com/apache/hadoop/commit/a10caac945828d141559e5f8b15317f1b286516b,https://github.com/apache/hadoop/commit/cedc28d4ab2a27ba47e15ab2711218d96ec88d23,github commit,successful,,https://github.com/apache/hadoop/commit/cedc28d4ab2a27ba47e15ab2711218d96ec88d23,github commit,https://github.com/apache/hadoop/commit/cedc28d4ab2a27ba47e15ab2711218d96ec88d23,github commit,2018-05-23T08:20:20Z,https://api.github.com/repos/apache/hadoop/commits/cedc28d4ab2a27ba47e15ab2711218d96ec88d23,ok,GitHub commit URL has no created_at; used commit committer date,commit_committer_date
66,CVE-2021-43859,Describe and fix CVE-2021-43859.,,contains links,https://github.com/x-stream/xstream/commit/e8e88621ba1c85ac3b8620337dd672e0c0c3a846,x-stream/xstream,https://github.com/x-stream/xstream/commit/e8e88621ba1c85ac3b8620337dd672e0c0c3a846,200,,https://github.com/advisories/GHSA-rmr5-cpv2-vgjf; https://github.com/x-stream/xstream/commit/616e98771d50c910c54f8232ca753cd7bde86122,https://github.com/advisories/GHSA-rmr5-cpv2-vgjf,github advisory,successful,,https://github.com/advisories/GHSA-rmr5-cpv2-vgjf,github advisory,https://github.com/advisories/GHSA-rmr5-cpv2-vgjf,github advisory,2022-02-01T00:48:15Z,https://api.github.com/advisories/GHSA-rmr5-cpv2-vgjf,ok,GitHub advisory API exposes published_at; used as advisory availability date,published_at
67,CVE-2021-28164,"Merge pull request from GHSA-v7ff-8wcx-gmc5

Always normalize ambiguous URIs

Signed-off-by: Greg Wilkins <gregw@webtide.com>",,contains links,https://github.com/eclipse/jetty.project/commit/e412c8a15b3334b30193f40412c0fbc47e478e83,eclipse/jetty.project,https://github.com/eclipse/jetty.project/commit/e412c8a15b3334b30193f40412c0fbc47e478e83,200,,https://github.com/advisories/GHSA-v7ff-8wcx-gmc5; https://github.com/jetty/jetty.project/commit/294b2ba02b667548617a94cd99592110ac230add,https://github.com/advisories/GHSA-v7ff-8wcx-gmc5,github advisory,successful,,https://github.com/advisories/GHSA-v7ff-8wcx-gmc5,github advisory,https://github.com/advisories/GHSA-v7ff-8wcx-gmc5,github advisory,2021-04-06T17:31:01Z,https://api.github.com/advisories/GHSA-v7ff-8wcx-gmc5,ok,GitHub advisory API exposes published_at; used as advisory availability date,published_at
68,CVE-2018-1000850,"Forbid path traversal ('.' and '..') as @Path parameters.

They're likely to have the unintended effect. For example, passing ""..""
to @DELETE /account/book/{isbn}/ yields @DELETE /account/.",,contains links,https://github.com/square/retrofit/commit/b9a7f6ad72073ddd40254c0058710e87a073047d,square/retrofit,https://github.com/square/retrofit/commit/b9a7f6ad72073ddd40254c0058710e87a073047d,200,,https://github.com/square/retrofit/commit/5088b0df6f2c52fcead426dafbb04214225e0cc7,https://github.com/square/retrofit/commit/5088b0df6f2c52fcead426dafbb04214225e0cc7,github commit,successful,,https://github.com/square/retrofit/commit/5088b0df6f2c52fcead426dafbb04214225e0cc7,github commit,https://github.com/square/retrofit/commit/5088b0df6f2c52fcead426dafbb04214225e0cc7,github commit,2018-10-16T20:24:22Z,https://api.github.com/repos/square/retrofit/commits/5088b0df6f2c52fcead426dafbb04214225e0cc7,ok,GitHub commit URL has no created_at; used commit committer date,commit_committer_date
69,CVE-2014-3574,not found,,contains links,https://github.com/apache/poi/commit/103b45073c7b504236588b3acc146530205af53c;https://github.com/apache/poi/commit/bb7a24769a97732e760a0d70e76466424bfc4d8e;https://github.com/apache/poi/commit/b350d5c5edbf2fa4312ab0f46194a733194ddf55;https://github.com/apache/poi/commit/07771c3d8c7204c14a7a597b4db04a7e828a956f;https://github.com/apache/poi/commit/236c3c52a9b90688b2e57ec503559409e29f33ed,apache/poi,https://github.com/apache/poi/commit/103b45073c7b504236588b3acc146530205af53c,200,,https://svn.apache.org/repos/asf/poi/branches/REL_3_10_BRANCH@1616509; https://github.com/apache/poi/commit/dfa98753acd28420afe3b0a0cbb906ab71b9bf4d,https://svn.apache.org/repos/asf/poi/branches/REL_3_10_BRANCH@1616509,source/tracker link,successful,,https://svn.apache.org/repos/asf/poi/branches/REL_3_10_BRANCH@1616509,svn/source link,https://svn.apache.org/repos/asf/poi/branches/REL_3_10_BRANCH@1616509,svn/source link,,https://svn.apache.org/repos/asf/poi/branches/REL_3_10_BRANCH@1616509,not_available,"SVN revision date not found for r1616509; last error: <!DOCTYPE HTML PUBLIC ""-//IETF//DTD HTML 2.0//EN"">
<html><head>
<title>401 Unauthorized</title>
</head><body>
<h1>Unauthorized</h1>
<p>This server could not verify that you
are authorized to access the document
requested.  Either you supplied the wrong
credentials (e.g., bad password), or your
browser doesn't understand how to supply
the credentials required.</p>
</body></html>
 (401) for https://svn.apache.org/repos/asf/poi/branches/REL_3_10_BRANCH@1616509",
70,CVE-2014-9527,not found,,contains links,https://github.com/apache/poi/commit/21d2bc3cffeefab6c41627da469fce35ed7760e6,apache/poi,https://github.com/apache/poi/commit/21d2bc3cffeefab6c41627da469fce35ed7760e6,200,,https://svn.apache.org/repos/asf/poi/trunk@1643680; https://github.com/apache/poi/commit/93dffcb366c327b6a7b6c5e6989d26449016cee3,https://svn.apache.org/repos/asf/poi/trunk@1643680,source/tracker link,successful,,https://svn.apache.org/repos/asf/poi/trunk@1643680,svn/source link,https://svn.apache.org/repos/asf/poi/trunk@1643680,svn/source link,,https://svn.apache.org/repos/asf/poi/trunk@1643680,not_available,"SVN revision date not found for r1643680; last error: <!DOCTYPE HTML PUBLIC ""-//IETF//DTD HTML 2.0//EN"">
<html><head>
<title>401 Unauthorized</title>
</head><body>
<h1>Unauthorized</h1>
<p>This server could not verify that you
are authorized to access the document
requested.  Either you supplied the wrong
credentials (e.g., bad password), or your
browser doesn't understand how to supply
the credentials required.</p>
</body></html>
 (401) for https://svn.apache.org/repos/asf/poi/trunk@1643680",
71,CVE-2019-0212,"HBASE-21960 Ensure RESTServletContainer used by RESTServer

Signed-off-by: stack <stack@apache.org>",,contains links,https://github.com/apache/hbase/commit/7206ef6427d12785b797797a00153b5437e21cb1,apache/hbase,https://github.com/apache/hbase/commit/7206ef6427d12785b797797a00153b5437e21cb1,200,,https://issues.apache.org/jira/browse/HBASE-21960; https://github.com/apache/hbase/commit/bc71447a0de8126f4dc75ae73c58a41f7c989cb1,https://issues.apache.org/jira/browse/HBASE-21960,apache issue tracker,successful,,https://issues.apache.org/jira/browse/HBASE-21960,jira issue tracker,https://issues.apache.org/jira/browse/HBASE-21960,jira issue tracker,2019-02-26T16:21:00Z,https://issues.apache.org/jira/browse/HBASE-21960,ok,parsed from Jira HTML fallback,created_at
72,CVE-2019-11272,"PlaintextPasswordEncoder ignores null encoded passwords

Fixes gh-7023",,contains links,https://github.com/spring-projects/spring-security/commit/b2d4fec3617c497c5a8eb9c7e5270e0c7db293ee;https://github.com/spring-projects/spring-security/commit/12dbf2e9612cddd775904952d01bfc044fb1d1bb,spring-projects/spring-security,https://github.com/spring-projects/spring-security/commit/b2d4fec3617c497c5a8eb9c7e5270e0c7db293ee,200,,https://github.com/spring-projects/spring-security/issues/7023; https://github.com/spring-projects/spring-security/commit/4a7bdc1d6586a879342fee7a845ed653939a74a0,https://github.com/spring-projects/spring-security/issues/7023,github issue,successful,,https://github.com/spring-projects/spring-security/issues/7023,github issue,https://github.com/spring-projects/spring-security/issues/7023,github issue,2019-06-19T17:48:44Z,https://api.github.com/repos/spring-projects/spring-security/issues/7023,ok,,created_at
73,CVE-2016-6795,merged fix for WW-4628 (proper url decoding of query-string),,contains links,https://github.com/apache/struts/commit/7d8c3598ef4a4699515a2b8e1064d4e9b921a58b,apache/struts,https://github.com/apache/struts/commit/7d8c3598ef4a4699515a2b8e1064d4e9b921a58b,200,,https://issues.apache.org/jira/browse/WW-4628; https://github.com/apache/struts/commit/83bb64f4c232348c4162ad2272c7eae1855a7362,https://issues.apache.org/jira/browse/WW-4628,apache issue tracker,successful,,https://issues.apache.org/jira/browse/WW-4628,jira issue tracker,https://issues.apache.org/jira/browse/WW-4628,jira issue tracker,2016-04-28T18:32:00Z,https://issues.apache.org/jira/browse/WW-4628,ok,parsed from Jira HTML fallback,created_at
74,CVE-2016-3083,HIVE-13390: HiveServer2: Add more test to ZK service discovery using MiniHS2 (Vaibhav Gumashta reviewed by Sushanth Sowmyan),,contains links,https://github.com/apache/hive/commit/116751eb543ff218502b5bf2add342b152baa17d,apache/hive,https://github.com/apache/hive/commit/116751eb543ff218502b5bf2add342b152baa17d,200,,https://issues.apache.org/jira/browse/HIVE-13390; https://github.com/apache/hive/commit/53aad28c69b97fc70aa355180dc833c91898bad1,https://issues.apache.org/jira/browse/HIVE-13390,apache issue tracker,successful,,https://issues.apache.org/jira/browse/HIVE-13390,jira issue tracker,https://issues.apache.org/jira/browse/HIVE-13390,jira issue tracker,2016-03-30T22:07:00Z,https://issues.apache.org/jira/browse/HIVE-13390,ok,parsed from Jira HTML fallback,created_at
75,CVE-2018-8036,not found,,contains links,https://github.com/apache/pdfbox/commit/038c09b5f361e083a00ce076c95521b73202fcb4,apache/pdfbox,https://github.com/apache/pdfbox/commit/038c09b5f361e083a00ce076c95521b73202fcb4,200,,https://svn.apache.org/repos/asf/pdfbox/trunk@1834048; https://github.com/apache/pdfbox/commit/6776073c0bde99bb3987c8012423676595bbb18b,https://svn.apache.org/repos/asf/pdfbox/trunk@1834048,source/tracker link,successful,,https://svn.apache.org/repos/asf/pdfbox/trunk@1834048,svn/source link,https://svn.apache.org/repos/asf/pdfbox/trunk@1834048,svn/source link,,https://svn.apache.org/repos/asf/pdfbox/trunk@1834048,not_available,"SVN revision date not found for r1834048; last error: <!DOCTYPE HTML PUBLIC ""-//IETF//DTD HTML 2.0//EN"">
<html><head>
<title>401 Unauthorized</title>
</head><body>
<h1>Unauthorized</h1>
<p>This server could not verify that you
are authorized to access the document
requested.  Either you supplied the wrong
credentials (e.g., bad password), or your
browser doesn't understand how to supply
the credentials required.</p>
</body></html>
 (401) for https://svn.apache.org/repos/asf/pdfbox/trunk@1834048",
76,CVE-2021-30468,"CXF-8435 - JsonMapObjectReaderWriter doesn't escape double quotes

(cherry picked from commit fa01cfac792fb7cb2e6d553d38a7441a20c97ba8)",,contains links,https://github.com/apache/cxf/commit/9d423d4ceb41a6a025b1cada185f0255e731d3af,apache/cxf,https://github.com/apache/cxf/commit/9d423d4ceb41a6a025b1cada185f0255e731d3af,200,,https://github.com/apache/cxf/commit/fa01cfac792fb7cb2e6d553d38a7441a20c97ba8; https://github.com/apache/cxf/commit/d3f0f0f620efbc108782f63a9f93f993716038a5,https://github.com/apache/cxf/commit/fa01cfac792fb7cb2e6d553d38a7441a20c97ba8,github commit,successful,,https://github.com/apache/cxf/commit/fa01cfac792fb7cb2e6d553d38a7441a20c97ba8,github commit,https://github.com/apache/cxf/commit/fa01cfac792fb7cb2e6d553d38a7441a20c97ba8,github commit,2021-05-28T10:54:50Z,https://api.github.com/repos/apache/cxf/commits/fa01cfac792fb7cb2e6d553d38a7441a20c97ba8,ok,GitHub commit URL has no created_at; used commit committer date,commit_committer_date
77,CVE-2021-22118,"Ensure Synchronoss temp directories do not collide

This commit makes sure that Synchronoss uses a random temporary
directory to store uploaded files, so that two instances do not collide.

Closes gh-26931",,contains links,https://github.com/spring-projects/spring-framework/commit/cce60c479c22101f24b2b4abebb6d79440b120d1,spring-projects/spring-framework,https://github.com/spring-projects/spring-framework/commit/cce60c479c22101f24b2b4abebb6d79440b120d1,200,,https://github.com/spring-projects/spring-framework/issues/26931; https://github.com/spring-projects/spring-framework/commit/1469bdbc70ac78b0c13b7bbaeb54a91dce6e8493,https://github.com/spring-projects/spring-framework/issues/26931,github issue,successful,,https://github.com/spring-projects/spring-framework/issues/26931,github issue,https://github.com/spring-projects/spring-framework/issues/26931,github issue,2021-05-11T16:04:48Z,https://api.github.com/repos/spring-projects/spring-framework/issues/26931,ok,,created_at
78,CVE-2018-11797,not found,,contains links,https://github.com/apache/pdfbox/commit/a6deb9d7ffec79986cac82345db724b343ca3e5;https://github.com/apache/pdfbox/commit/f7dc8eed7df007c88421919932e2d4de44d2ae2;https://github.com/apache/pdfbox/commit/ea7d321b6e23cf017437846bcee4de19784cf6c8;https://github.com/apache/pdfbox/commit/bb5defd088bebd566d126df079d35b356ba0534a;https://github.com/apache/pdfbox/commit/2db39c139d935a8ba03e1ae3c012d2d41dd6912a,apache/pdfbox,https://github.com/apache/pdfbox/commit/a6deb9d7ffec79986cac82345db724b343ca3e5,200,,https://svn.apache.org/repos/asf/pdfbox/branches/2.0@1837440; https://github.com/apache/pdfbox/commit/e5ea85c2ee3768b61f5a0fb6d6bcf471957ebdcb,https://svn.apache.org/repos/asf/pdfbox/branches/2.0@1837440,source/tracker link,successful,,https://svn.apache.org/repos/asf/pdfbox/branches/2.0@1837440,svn/source link,https://svn.apache.org/repos/asf/pdfbox/branches/2.0@1837440,svn/source link,,https://svn.apache.org/repos/asf/pdfbox/branches/2.0@1837440,not_available,"SVN revision date not found for r1837440; last error: <!DOCTYPE HTML PUBLIC ""-//IETF//DTD HTML 2.0//EN"">
<html><head>
<title>401 Unauthorized</title>
</head><body>
<h1>Unauthorized</h1>
<p>This server could not verify that you
are authorized to access the document
requested.  Either you supplied the wrong
credentials (e.g., bad password), or your
browser doesn't understand how to supply
the credentials required.</p>
</body></html>
 (401) for https://svn.apache.org/repos/asf/pdfbox/branches/2.0@1837440",
79,CVE-2017-5645,"[LOG4J2-1863] Add class filtering to AbstractSocketServer

This allows a whitelist of class names to be specified to configure
which classes are allowed to be deserialized in both TcpSocketServer and
UdpSocketServer.",,contains links,https://github.com/apache/logging-log4j2/commit/5dcc19215827db29c993d0305ee2b0d8dd05939d,apache/logging-log4j2,https://github.com/apache/logging-log4j2/commit/5dcc19215827db29c993d0305ee2b0d8dd05939d,200,,https://issues.apache.org/jira/browse/LOG4J2-1863; https://github.com/apache/logging-log4j2/commit/5aff929bb44e63c0dbf0cdc7cfb5d5fbd50660ef,https://issues.apache.org/jira/browse/LOG4J2-1863,apache issue tracker,successful,,https://issues.apache.org/jira/browse/LOG4J2-1863,jira issue tracker,https://issues.apache.org/jira/browse/LOG4J2-1863,jira issue tracker,2017-04-02T17:41:00Z,https://issues.apache.org/jira/browse/LOG4J2-1863,ok,parsed from Jira HTML fallback,created_at
80,CVE-2021-27850,TAP5-2663: ChecksumPath should ignore slashes at the end of URLs,,contains links,https://github.com/apache/tapestry-5/commit/2089b0d52b9f9158a1d20ca95d98d88037cede61,apache/tapestry-5,https://github.com/apache/tapestry-5/commit/2089b0d52b9f9158a1d20ca95d98d88037cede61,200,,https://issues.apache.org/jira/browse/TAP5-2663; https://github.com/apache/tapestry-5/commit/1d31e8a0b7c9329a2c3b60ecf108c4eb8f7efcd4,https://issues.apache.org/jira/browse/TAP5-2663,apache issue tracker,successful,,https://issues.apache.org/jira/browse/TAP5-2663,jira issue tracker,https://issues.apache.org/jira/browse/TAP5-2663,jira issue tracker,2021-02-28T13:10:00Z,https://issues.apache.org/jira/browse/TAP5-2663,ok,parsed from Jira HTML fallback,created_at
81,CVE-2014-0002,CAMEL-7129: Remove the CamelXsltResourceUri header from xslt component,,contains links,https://github.com/apache/camel/commit/341d4e6cca71c53c90962d1c3d45fc9e05cc50c6;https://github.com/apache/camel/commit/54b65c1d30848835f26bd138c0ba407bc1e560d,apache/camel,https://github.com/apache/camel/commit/341d4e6cca71c53c90962d1c3d45fc9e05cc50c6,200,,https://issues.apache.org/jira/browse/CAMEL-7129; https://github.com/apache/camel/commit/2639264b28940683dfc808bf8edfb41bbceb7ad7,https://issues.apache.org/jira/browse/CAMEL-7129,apache issue tracker,successful,,https://issues.apache.org/jira/browse/CAMEL-7129,jira issue tracker,https://issues.apache.org/jira/browse/CAMEL-7129,jira issue tracker,2014-01-13T03:00:00Z,https://issues.apache.org/jira/browse/CAMEL-7129,ok,parsed from Jira HTML fallback,created_at
82,CVE-2014-1972,TAP5-2008: Implement HMAC signatures on object streams stored on the client,,contains links,https://github.com/apache/tapestry-5/commit/95846b173d83c2eb42db75dae3e7d5e13a633946,apache/tapestry-5,https://github.com/apache/tapestry-5/commit/95846b173d83c2eb42db75dae3e7d5e13a633946,200,,https://issues.apache.org/jira/browse/TAP5-2008; https://github.com/apache/tapestry-5/commit/9001a1e3c2642c51550def85cde24cc31f96248e,https://issues.apache.org/jira/browse/TAP5-2008,apache issue tracker,successful,,https://issues.apache.org/jira/browse/TAP5-2008,jira issue tracker,https://issues.apache.org/jira/browse/TAP5-2008,jira issue tracker,2012-10-04T18:17:00Z,https://issues.apache.org/jira/browse/TAP5-2008,ok,parsed from Jira HTML fallback,created_at
83,CVE-2020-15250,"Merge pull request from GHSA-269g-pwp5-87pp

When running on Java 7 or later, temporary directories are now created
Using Java’s NIO API which restricts permissions to owner-only by
default.",,contains links,https://github.com/junit-team/junit4/commit/610155b8c22138329f0723eec22521627dbc52ae,junit-team/junit4,https://github.com/junit-team/junit4/commit/610155b8c22138329f0723eec22521627dbc52ae,200,,https://github.com/advisories/GHSA-269g-pwp5-87pp; https://github.com/junit-team/junit4/commit/b6cfd1e3d736cc2106242a8be799615b472c7fec,https://github.com/advisories/GHSA-269g-pwp5-87pp,github advisory,successful,,https://github.com/advisories/GHSA-269g-pwp5-87pp,github advisory,https://github.com/advisories/GHSA-269g-pwp5-87pp,github advisory,2020-10-12T17:33:00Z,https://api.github.com/advisories/GHSA-269g-pwp5-87pp,ok,GitHub advisory API exposes published_at; used as advisory availability date,published_at
84,CVE-2018-1314,"HIVE-18778: Needs to capture input/output entities in explain (Daniel Dai, reviewed by Thejas Nair)",,contains links,https://github.com/apache/hive/commit/3b1d4fdfdfecbf162b60ec0e49a07595a8a51e79,apache/hive,https://github.com/apache/hive/commit/3b1d4fdfdfecbf162b60ec0e49a07595a8a51e79,200,,https://issues.apache.org/jira/browse/HIVE-18778; https://github.com/apache/hive/commit/00c0ee7bc4b8492476b377a6edafcc33411f14b6,https://issues.apache.org/jira/browse/HIVE-18778,apache issue tracker,successful,,https://issues.apache.org/jira/browse/HIVE-18778,jira issue tracker,https://issues.apache.org/jira/browse/HIVE-18778,jira issue tracker,2018-02-23T00:27:00Z,https://issues.apache.org/jira/browse/HIVE-18778,ok,parsed from Jira HTML fallback,created_at
